DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/05/2016,15:06,BROOKLYN,11205,40.6991916,-73.9551832,"(40.6991916, -73.9551832)",WALWORTH STREET                 ,FLUSHING AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384177,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,15:00,BROOKLYN,11214,40.5936596,-73.984679,"(40.5936596, -73.984679)",STILLWELL AVENUE                ,BENSON AVENUE                   ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3384632,PASSENGER VEHICLE,,,,
02/05/2016,15:00,BRONX,10459,40.820189,-73.8906752,"(40.820189, -73.8906752)",BRUCKNER BOULEVARD              ,HUNTS POINT AVENUE              ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3389392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,15:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384034,PASSENGER VEHICLE,OTHER,,,
02/05/2016,15:00,,,,,,PARK CIRCLE                     ,PROSPECT PARK SOUTHWEST         ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3388461,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,15:00,QUEENS,11418,40.6996983,-73.8212505,"(40.6996983, -73.8212505)",89 AVENUE                       ,130 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384231,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,15:00,QUEENS,11355,40.7425633,-73.8230121,"(40.7425633, -73.8230121)",60 AVENUE                       ,146 STREET                      ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,15:00,QUEENS,11354,40.7615472,-73.8311197,"(40.7615472, -73.8311197)",MAIN STREET                     ,37 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384330,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
02/05/2016,15:00,MANHATTAN,10075,40.7720736,-73.9499388,"(40.7720736, -73.9499388)",EAST 80 STREET                  ,YORK AVENUE                     ,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3383941,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,15:00,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.9973406)",AVENUE OF THE AMERICAS          ,WEST 13 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384429,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
02/05/2016,15:00,BROOKLYN,11223,40.6024665,-73.9663685,"(40.6024665, -73.9663685)",OCEAN PARKWAY                   ,AVENUE S                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384644,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,
02/05/2016,15:00,BROOKLYN,11201,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",FLATBUSH AVENUE EXTENSION       ,TILLARY STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384746,SPORT UTILITY / STATION WAGON,VAN,,,
02/05/2016,14:57,,,40.790754,-73.9813646,"(40.790754, -73.9813646)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unsafe Speed,,,3383960,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/05/2016,14:55,,,,,,CLINTON STREET                  ,HAMILTON AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384162,TAXI,OTHER,,,
02/05/2016,14:55,QUEENS,11361,40.7556305,-73.7726324,"(40.7556305, -73.7726324)",OCEANIA STREET                  ,47 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384858,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
02/05/2016,14:54,MANHATTAN,10029,40.7906273,-73.9424349,"(40.7906273, -73.9424349)",2 AVENUE                        ,EAST 106 STREET                 ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3383951,BUS,TAXI,,,
02/05/2016,14:54,QUEENS,11362,40.7557604,-73.7393814,"(40.7557604, -73.7393814)",61 AVENUE                       ,DOUGLASTON PARKWAY              ,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3384854,PASSENGER VEHICLE,PICK-UP TRUCK,,,
02/05/2016,14:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384508,PASSENGER VEHICLE,OTHER,,,
02/05/2016,14:50,QUEENS,11423,40.7121108,-73.7705372,"(40.7121108, -73.7705372)",189 STREET                      ,91 AVENUE                       ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3384242,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:50,BROOKLYN,11236,40.637621,-73.9056137,"(40.637621, -73.9056137)",EAST 88 STREET                  ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384119,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,14:50,BROOKLYN,11223,40.6044438,-73.9700229,"(40.6044438, -73.9700229)",KINGS HIGHWAY                   ,EAST 3 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386205,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:49,,,,,,87 STREET                       ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384112,PASSENGER VEHICLE,BUS,,,
02/05/2016,14:45,,,40.6105113,-74.0957491,"(40.6105113, -74.0957491)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3384402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:45,,,,,,AVENUE OF THE AMERICAS          ,WEST HOUSTON STREET             ,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3383880,VAN,,,,
02/05/2016,14:41,BROOKLYN,11221,40.6934559,-73.9252059,"(40.6934559, -73.9252059)",BUSHWICK AVENUE                 ,HARMAN STREET                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384181,OTHER,OTHER,,,
02/05/2016,14:40,QUEENS,11101,40.753996,-73.9424305,"(40.753996, -73.9424305)",21 STREET                       ,41 AVENUE                       ,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,3385384,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,14:40,,,40.688922,-73.9991472,"(40.688922, -73.9991472)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3384163,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:40,,,,,,MANHATTAN COLLEGE PARKWAY       ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384614,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,14:40,BROOKLYN,11236,40.6400242,-73.8888698,"(40.6400242, -73.8888698)",AVENUE M                        ,EAST 103 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384120,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:36,QUEENS,11355,40.7575232,-73.8291338,"(40.7575232, -73.8291338)",41 ROAD                         ,MAIN STREET                     ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3384329,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:35,BROOKLYN,11214,40.6030888,-73.9926175,"(40.6030888, -73.9926175)",BAY PARKWAY                     ,84 STREET                       ,,2,0,2,0,0,0,0,0,Unspecified,,,,,3384651,PASSENGER VEHICLE,,,,
02/05/2016,14:35,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3383938,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:35,MANHATTAN,10031,40.8283988,-73.9452966,"(40.8283988, -73.9452966)",WEST 150 STREET                 ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385550,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/05/2016,14:35,MANHATTAN,10010,40.7394976,-73.9826643,"(40.7394976, -73.9826643)",EAST 24 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3384444,PASSENGER VEHICLE,UNKNOWN,UNKNOWN,,
02/05/2016,14:35,MANHATTAN,10010,40.7394976,-73.9826643,"(40.7394976, -73.9826643)",EAST 24 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Accelerator Defective,Unspecified,,,3383902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,
02/05/2016,14:33,QUEENS,11433,40.7078931,-73.7867214,"(40.7078931, -73.7867214)",173 STREET                      ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3384241,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:30,,,,,,37 AVENUE                       ,108 STREET                      ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3384885,LIVERY VEHICLE,BICYCLE,,,
02/05/2016,14:30,STATEN ISLAND,10306,40.5756539,-74.1045436,"(40.5756539, -74.1045436)",HYLAN BOULEVARD                 ,GREELEY AVENUE                  ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3384401,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:30,,,,,,ZEREGA AVENUE                   ,BRUCKNER BOULEVARD              ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3384013,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:30,STATEN ISLAND,10304,40.6089813,-74.088126,"(40.6089813, -74.088126)",DEKALB STREET                   ,TARGEE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384898,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:30,QUEENS,11428,40.71731,-73.739842,"(40.71731, -73.739842)",JAMAICA AVENUE                  ,215 PLACE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:30,QUEENS,11422,40.6556162,-73.7271043,"(40.6556162, -73.7271043)",147 DRIVE                       ,FRANCIS LEWIS BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384787,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,14:30,QUEENS,11355,40.7519333,-73.8089074,"(40.7519333, -73.8089074)",LABURNUM AVENUE                 ,158 STREET                      ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3384829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:30,QUEENS,11106,40.7615996,-73.9245879,"(40.7615996, -73.9245879)",32 STREET                       ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385390,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,14:30,QUEENS,11104,40.7418123,-73.919919,"(40.7418123, -73.919919)",45 STREET                       ,GREENPOINT AVENUE               ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384310,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,14:30,MANHATTAN,10003,40.7261864,-73.9894289,"(40.7261864, -73.9894289)",2 AVENUE                        ,EAST 4 STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384436,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,14:25,,,,,,METROPOLITAN AVENUE             ,MEEKER AVENUE                   ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3384215,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
02/05/2016,14:25,QUEENS,11379,40.7143996,-73.8979767,"(40.7143996, -73.8979767)",64 STREET                       ,62 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,14:20,BROOKLYN,11208,40.6767657,-73.8805058,"(40.6767657, -73.8805058)",LIBERTY AVENUE                  ,BERRIMAN STREET                 ,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384153,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:45,QUEENS,11422,40.6723422,-73.7279191,"(40.6723422, -73.7279191)",HOOKCREEK BOULEVARD             ,133 DRIVE                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3384264,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:45,STATEN ISLAND,10312,40.547852,-74.1882565,"(40.547852, -74.1882565)",JEFFERSON BOULEVARD             ,CROWN AVENUE                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384922,PASSENGER VEHICLE,VAN,,,
02/05/2016,9:45,QUEENS,11436,40.6670678,-73.7930664,"(40.6670678, -73.7930664)",NORTH CONDUIT AVENUE            ,146 STREET                      ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,3384353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:45,BROOKLYN,11228,40.6151609,-74.0239596,"(40.6151609, -74.0239596)",PARROTT PLACE                   ,92 STREET                       ,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3384110,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,9:36,STATEN ISLAND,10304,40.61991,-74.0858999,"(40.61991, -74.0858999)",LAUREL AVENUE                   ,VANDUZER STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384380,PASSENGER VEHICLE,,,,
02/05/2016,9:28,MANHATTAN,10040,40.8606474,-73.927328,"(40.8606474, -73.927328)",SICKLES STREET                  ,NAGLE AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3386102,LIVERY VEHICLE,,,,
02/05/2016,9:25,,,40.8940586,-73.8624704,"(40.8940586, -73.8624704)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3384037,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,,
02/05/2016,9:25,MANHATTAN,10027,40.8156907,-73.9582947,"(40.8156907, -73.9582947)",WEST 125 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384511,PASSENGER VEHICLE,OTHER,,,
02/05/2016,9:25,MANHATTAN,10025,40.7992404,-73.9628704,"(40.7992404, -73.9628704)",WEST 106 STREET                 ,COLUMBUS AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3383953,TAXI,TAXI,,,
02/05/2016,9:22,QUEENS,11004,40.7385117,-73.7028364,"(40.7385117, -73.7028364)",HILLSIDE AVENUE                 ,266 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:20,MANHATTAN,10024,40.788358,-73.9745227,"(40.788358, -73.9745227)",AMSTERDAM AVENUE                ,WEST 87 STREET                  ,,0,0,0,0,0,0,0,0,,,,,,3383952,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:19,QUEENS,11004,40.7472339,-73.7090339,"(40.7472339, -73.7090339)",79 AVENUE                       ,263 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384265,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:18,MANHATTAN,10001,40.7472061,-73.9970984,"(40.7472061, -73.9970984)",8 AVENUE                        ,WEST 26 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3384952,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,9:15,QUEENS,11367,40.7268385,-73.8212066,"(40.7268385, -73.8212066)",VLEIGH PLACE                    ,72 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384810,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,9:15,QUEENS,11106,40.7686302,-73.935822,"(40.7686302, -73.935822)",VERNON BOULEVARD                ,31 DRIVE                        ,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,3385959,UNKNOWN,,,,
02/05/2016,9:15,MANHATTAN,10128,40.7853448,-73.9576349,"(40.7853448, -73.9576349)",5 AVENUE                        ,EAST 92 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3383933,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,9:15,MANHATTAN,10017,40.7514411,-73.9739594,"(40.7514411, -73.9739594)",EAST 43 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3383912,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,9:12,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3384914,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,9:10,BROOKLYN,11212,40.6572088,-73.9002951,"(40.6572088, -73.9002951)",LINDEN BOULEVARD                ,HEGEMAN AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384693,OTHER,PASSENGER VEHICLE,,,
02/05/2016,9:10,BROOKLYN,11207,40.6682545,-73.8920021,"(40.6682545, -73.8920021)",WYONA STREET                    ,BLAKE AVENUE                    ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384156,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,9:07,BRONX,10467,40.8854192,-73.8792302,"(40.8854192, -73.8792302)",,,3601 JEROME AVE                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3387300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:05,,,,,,,,PL 11 BOGOTA STREET                    ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3384390,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,
02/05/2016,9:05,QUEENS,11365,40.7403815,-73.8045524,"(40.7403815, -73.8045524)",164 STREET                      ,59 AVENUE                       ,,0,0,0,0,0,0,0,0,Unsafe Speed,Fatigued/Drowsy,,,,3384326,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:00,,,,,,BROADWAY                        ,WEST 230 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3384056,LARGE COM VEH(6 OR MORE TIRES),,,,
02/05/2016,9:00,STATEN ISLAND,10304,40.6322798,-74.0834371,"(40.6322798, -74.0834371)",CEBRA AVENUE                    ,WARD AVENUE                     ,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3384379,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:00,QUEENS,11385,40.7006658,-73.8960971,"(40.7006658, -73.8960971)",DECATUR STREET                  ,MYRTLE AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385231,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,9:00,MANHATTAN,10019,40.7659332,-73.9908775,"(40.7659332, -73.9908775)",WEST 52 STREET                  ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3383923,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
02/05/2016,9:00,BROOKLYN,11225,40.6613192,-73.9426871,"(40.6613192, -73.9426871)",MAPLE STREET                    ,KINGSTON AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3384683,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/05/2016,9:00,BROOKLYN,11205,40.692425,-73.9607374,"(40.692425, -73.9607374)",CLASSON AVENUE                  ,WILLOUGHBY AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384172,OTHER,UNKNOWN,,,
02/05/2016,8:55,,,40.7681661,-73.8374761,"(40.7681661, -73.8374761)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385309,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,8:55,QUEENS,11354,40.7687544,-73.8130578,"(40.7687544, -73.8130578)",33 AVENUE                       ,MURRAY STREET                   ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3384324,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,8:50,,,40.7589074,-73.9011907,"(40.7589074, -73.9011907)",,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3385392,UNKNOWN,PASSENGER VEHICLE,,,
02/05/2016,8:50,QUEENS,11101,40.7570322,-73.938118,"(40.7570322, -73.938118)",38 AVENUE                       ,22 STREET                       ,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3385404,TAXI,,,,
02/05/2016,8:50,,,40.6213581,-74.0219756,"(40.6213581, -74.0219756)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3384111,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
02/05/2016,8:50,,,,,,WEST 246 STREET                 ,FIELDSTON ROAD                  ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3384617,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,8:50,,,,,,FIELDSTON ROAD                  ,WEST 246 STREET                 ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3384616,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,8:50,QUEENS,11436,40.6693394,-73.7986216,"(40.6693394, -73.7986216)",140 STREET                      ,133 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384872,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
02/05/2016,8:50,QUEENS,11101,40.7355527,-73.9347786,"(40.7355527, -73.9347786)",GREENPOINT AVENUE               ,BRADLEY AVENUE                  ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,3384305,PASSENGER VEHICLE,TAXI,,,
02/05/2016,8:50,MANHATTAN,10004,40.7047985,-74.0166846,"(40.7047985, -74.0166846)",BATTERY PLACE                   ,WEST STREET                     ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3383868,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,8:50,BROOKLYN,11230,40.6248771,-73.9641742,"(40.6248771, -73.9641742)",AVENUE J                        ,EAST 12 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3384676,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,8:45,MANHATTAN,10013,40.7176614,-74.0075359,"(40.7176614, -74.0075359)",WORTH STREET                    ,WEST BROADWAY                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3386560,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
02/05/2016,8:45,QUEENS,11419,40.6941977,-73.8159642,"(40.6941977, -73.8159642)",97 AVENUE                       ,132 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3384232,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/05/2016,8:42,BROOKLYN,11214,40.6114332,-74.0019053,"(40.6114332, -74.0019053)",17 AVENUE                       ,81 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384648,PASSENGER VEHICLE,,,,
02/05/2016,8:40,QUEENS,11691,40.5988441,-73.7506528,"(40.5988441, -73.7506528)",BROOKHAVEN AVENUE               ,BEACH 17 STREET                 ,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3384219,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,8:40,MANHATTAN,10025,40.794651,-73.9717827,"(40.794651, -73.9717827)",WEST 96 STREET                  ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3383954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,8:38,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384108,LARGE COM VEH(6 OR MORE TIRES),LIVERY VEHICLE,,,
02/05/2016,8:36,BROOKLYN,11224,40.5773895,-73.9989812,"(40.5773895, -73.9989812)",WEST 32 STREET                  ,NEPTUNE AVENUE                  ,,0,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,,,,3384071,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
02/05/2016,8:30,BROOKLYN,11230,40.6263179,-73.9732192,"(40.6263179, -73.9732192)",AVENUE I                        ,EAST 4 STREET                   ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3386244,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,8:30,BROOKLYN,11223,40.5998348,-73.9682028,"(40.5998348, -73.9682028)",AVENUE T                        ,EAST 4 STREET                   ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3384657,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,8:30,,,40.7371969,-73.9744593,"(40.7371969, -73.9744593)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3383900,TAXI,SPORT UTILITY / STATION WAGON,,,
02/05/2016,8:30,QUEENS,11691,40.6095362,-73.7537175,"(40.6095362, -73.7537175)",BEACH CHANNEL DRIVE             ,HORTON AVENUE                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
