DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/05/2016,18:15,QUEENS,11378,40.717996,-73.9021017,"(40.717996, -73.9021017)",FRESH POND ROAD                 ,59 DRIVE                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3384784,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
02/05/2016,18:15,QUEENS,11379,40.7154821,-73.8793,"(40.7154821, -73.8793)",75 STREET                       ,JUNIPER VALLEY ROAD             ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384777,UNKNOWN,,,,
02/05/2016,18:15,BROOKLYN,11235,40.583669,-73.9484276,"(40.583669, -73.9484276)",EMMONS AVENUE                   ,OCEAN AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3385660,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
02/05/2016,18:10,MANHATTAN,10027,40.8112661,-73.9578098,"(40.8112661, -73.9578098)",WEST 123 STREET                 ,AMSTERDAM AVENUE                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3384510,OTHER,,,,
02/05/2016,18:07,,,,,,HAMMERSLEY AVENUE               ,ADEE AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384042,OTHER,,,,
02/05/2016,18:05,BRONX,10468,40.8596442,-73.8998217,"(40.8596442, -73.8998217)",CRESTON AVENUE                  ,EAST 184 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384580,VAN,VAN,,,
02/05/2016,18:03,BROOKLYN,11223,40.5997335,-73.9691283,"(40.5997335, -73.9691283)",EAST 3 STREET                   ,AVENUE T                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3384639,SPORT UTILITY / STATION WAGON,VAN,,,
02/05/2016,18:00,BROOKLYN,11218,40.6437465,-73.9700881,"(40.6437465, -73.9700881)",CONEY ISLAND AVENUE             ,BEVERLEY ROAD                   ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3385714,SPORT UTILITY / STATION WAGON,BUS,,,
02/05/2016,18:00,QUEENS,11368,40.7539413,-73.8689075,"(40.7539413, -73.8689075)",35 AVENUE                       ,99 STREET                       ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3384883,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,18:00,BROOKLYN,11232,40.6576664,-74.0009227,"(40.6576664, -74.0009227)",4 AVENUE                        ,30 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3384134,SPORT UTILITY / STATION WAGON,BICYCLE,PASSENGER VEHICLE,,
02/05/2016,18:00,QUEENS,11419,40.6850741,-73.8302822,"(40.6850741, -73.8302822)",112 STREET                      ,LIBERTY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384805,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,18:00,QUEENS,11414,40.6625242,-73.8407023,"(40.6625242, -73.8407023)",157 AVENUE                      ,CROSS BAY BOULEVARD             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384803,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,18:00,QUEENS,11040,40.7397977,-73.7013079,"(40.7397977, -73.7013079)",83 AVENUE                       ,268 STREET                      ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384788,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,18:00,BROOKLYN,11229,40.5967567,-73.9334126,"(40.5967567, -73.9334126)",AVENUE W                        ,KNAPP STREET                    ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3384641,SPORT UTILITY / STATION WAGON,OTHER,,,
02/05/2016,18:00,BRONX,10469,40.8754263,-73.8602717,"(40.8754263, -73.8602717)",,,901 EAST GUN HILL ROAD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384041,BUS,SPORT UTILITY / STATION WAGON,,,
02/05/2016,17:56,,,40.6966659,-73.9808413,"(40.6966659, -73.9808413)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385793,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,17:56,,,40.6966659,-73.9808413,"(40.6966659, -73.9808413)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384192,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,17:56,BRONX,10472,40.8269163,-73.8720302,"(40.8269163, -73.8720302)",WATSON AVENUE                   ,METCALF AVENUE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384548,PICK-UP TRUCK,UNKNOWN,,,
02/05/2016,17:55,MANHATTAN,10024,40.7870466,-73.9775855,"(40.7870466, -73.9775855)",BROADWAY                        ,WEST 84 STREET                  ,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3384499,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,17:55,BROOKLYN,11385,40.7010458,-73.9106776,"(40.7010458, -73.9106776)",SAINT NICHOLAS AVENUE           ,GATES AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384184,OTHER,OTHER,,,
02/05/2016,17:55,BRONX,10455,40.8168023,-73.8970429,"(40.8168023, -73.8970429)",FOX STREET                      ,LONGWOOD AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3383998,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,17:51,,,40.6937879,-73.8117234,"(40.6937879, -73.8117234)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,17:51,,,,,,VAN WYCK EXPRESSWAY SR WEST     ,LIBERTY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,17:50,,,40.7170219,-73.830499,"(40.7170219, -73.830499)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3387622,PASSENGER VEHICLE,VAN,,,
02/05/2016,17:50,,,40.7155546,-73.8261593,"(40.7155546, -73.8261593)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384766,TAXI,VAN,,,
02/05/2016,17:50,QUEENS,11691,40.5963766,-73.7584075,"(40.5963766, -73.7584075)",HIGHLAND COURT                  ,WATJEAN COURT                   ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384223,VAN,PASSENGER VEHICLE,,,
02/05/2016,17:45,QUEENS,11413,40.6674319,-73.744737,"(40.6674319, -73.744737)",141 AVENUE                      ,230 PLACE                       ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3384786,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,17:45,QUEENS,11354,40.7704086,-73.8246674,"(40.7704086, -73.8246674)",PARSONS BOULEVARD               ,BAYSIDE AVENUE                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384836,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,17:40,MANHATTAN,10024,40.788358,-73.9745227,"(40.788358, -73.9745227)",WEST 87 STREET                  ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3383958,TAXI,MOTORCYCLE,,,
02/05/2016,17:40,BRONX,10451,40.8106989,-73.9313129,"(40.8106989, -73.9313129)",CANAL PLACE                     ,EAST 135 STREET                 ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384523,PASSENGER VEHICLE,VAN,,,
02/05/2016,17:36,BROOKLYN,11223,40.5950486,-73.9710821,"(40.5950486, -73.9710821)",WEST STREET                     ,GRAVESEND NECK ROAD             ,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3384645,PASSENGER VEHICLE,,,,
02/05/2016,17:33,MANHATTAN,10016,40.7446279,-73.9852433,"(40.7446279, -73.9852433)",MADISON AVENUE                  ,EAST 29 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384453,UNKNOWN,TAXI,,,
02/05/2016,17:30,BROOKLYN,11210,40.6339973,-73.9477726,"(40.6339973, -73.9477726)",NOSTRAND AVENUE                 ,GLENWOOD ROAD                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3384681,PASSENGER VEHICLE,,,,
02/05/2016,17:30,,,40.7261021,-73.7619666,"(40.7261021, -73.7619666)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3385291,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
02/05/2016,17:30,QUEENS,11101,40.7337618,-73.9374216,"(40.7337618, -73.9374216)",37 STREET                       ,REVIEW AVENUE                   ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3384819,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
02/05/2016,17:30,BROOKLYN,11216,40.6701245,-73.9552712,"(40.6701245, -73.9552712)",EASTERN PARKWAY                 ,BEDFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3384686,UNKNOWN,,,,
02/05/2016,17:25,QUEENS,11427,40.7322789,-73.7405593,"(40.7322789, -73.7405593)",HILLSIDE AVENUE                 ,229 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384279,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,17:25,MANHATTAN,10025,40.7967208,-73.9628863,"(40.7967208, -73.9628863)",WEST 103 STREET                 ,MANHATTAN AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3383959,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,17:24,BRONX,10451,40.8263977,-73.9211541,"(40.8263977, -73.9211541)",EAST 161 STREET                 ,SHERIDAN AVENUE                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384023,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/05/2016,17:23,QUEENS,11106,40.7613564,-73.9353886,"(40.7613564, -73.9353886)",21 STREET                       ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3385386,SPORT UTILITY / STATION WAGON,TAXI,,,
02/05/2016,17:23,BRONX,10460,40.8418326,-73.8838776,"(40.8418326, -73.8838776)",EAST TREMONT AVENUE             ,DALY AVENUE                     ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3384049,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,17:20,MANHATTAN,10003,40.7344344,-73.9899039,"(40.7344344, -73.9899039)",4 AVENUE                        ,EAST 14 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3386573,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
02/05/2016,17:20,BROOKLYN,11233,40.6788095,-73.920676,"(40.6788095, -73.920676)",FULTON STREET                   ,HOWARD AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384738,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,17:19,,,40.585467,-74.1923102,"(40.585467, -74.1923102)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384391,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,16:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384545,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/05/2016,16:30,,,40.8404983,-73.9459843,"(40.8404983, -73.9459843)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3383980,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:30,,,40.8687708,-73.8317333,"(40.8687708, -73.8317333)",,,PARKING LOT 750 BAYCHESTER AVENUE       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384567,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,16:30,,,,,,122 AVENUE                      ,197 STREET                      ,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3384870,UNKNOWN,,,,
02/05/2016,16:30,QUEENS,11691,40.5973175,-73.7542631,"(40.5973175, -73.7542631)",BEACH 20 STREET                 ,PLAINVIEW AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,16:30,QUEENS,11355,40.755523,-73.8333981,"(40.755523, -73.8333981)",COLLEGE POINT BOULEVARD         ,41 ROAD                         ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3384328,PASSENGER VEHICLE,VAN,,,
02/05/2016,16:30,BROOKLYN,11237,40.7077851,-73.9320718,"(40.7077851, -73.9320718)",KNICKERBOCKER AVENUE            ,JOHNSON AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384205,PASSENGER VEHICLE,OTHER,,,
02/05/2016,16:25,BROOKLYN,11207,40.6613849,-73.884098,"(40.6613849, -73.884098)",LINDEN BOULEVARD                ,SCHENCK AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3384716,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/05/2016,16:20,MANHATTAN,10013,40.7203179,-74.0121683,"(40.7203179, -74.0121683)",WEST STREET                     ,NORTH MOORE STREET              ,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,3383867,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,16:20,BROOKLYN,11214,40.5936596,-73.984679,"(40.5936596, -73.984679)",BENSON AVENUE                   ,STILLWELL AVENUE                ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Glare,,,,3384631,OTHER,PASSENGER VEHICLE,,,
02/05/2016,16:15,BRONX,10463,40.8777065,-73.9056562,"(40.8777065, -73.9056562)",BROADWAY                        ,KIMBERLY PLACE                  ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3385633,PASSENGER VEHICLE,BICYCLE,,,
02/05/2016,16:15,BRONX,10463,40.8777065,-73.9056562,"(40.8777065, -73.9056562)",BROADWAY                        ,KIMBERLY PLACE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3384620,PASSENGER VEHICLE,BICYCLE,,,
02/05/2016,16:15,,,40.5840139,-73.9858637,"(40.5840139, -73.9858637)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3385643,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:15,BROOKLYN,11203,40.6446136,-73.9266876,"(40.6446136, -73.9266876)",EAST 53 STREET                  ,CLARENDON ROAD                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385115,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:10,QUEENS,11413,40.6670937,-73.7637567,"(40.6670937, -73.7637567)",NORTH CONDUIT AVENUE            ,181 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384355,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,16:10,BROOKLYN,11224,40.5759262,-73.9911338,"(40.5759262, -73.9911338)",WEST 24 STREET                  ,MERMAID AVENUE                  ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3384629,SPORT UTILITY / STATION WAGON,OTHER,,,
02/05/2016,16:10,BROOKLYN,11211,40.7087191,-73.9641832,"(40.7087191, -73.9641832)",SOUTH 9 STREET                  ,BEDFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384206,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,16:10,BROOKLYN,11208,40.6830021,-73.8835052,"(40.6830021, -73.8835052)",RIDGEWOOD AVENUE                ,ESSEX STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385169,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,16:10,BRONX,10466,40.8923675,-73.8565505,"(40.8923675, -73.8565505)",,,730 EAST 232 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384040,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,16:05,MANHATTAN,10013,40.7203179,-74.0121683,"(40.7203179, -74.0121683)",NORTH MOORE STREET              ,WEST STREET                     ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384410,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3384559,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/05/2016,16:00,MANHATTAN,10024,40.7845371,-73.9735961,"(40.7845371, -73.9735961)",WEST 83 STREET                  ,COLUMBUS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384995,SMALL COM VEH(4 TIRES) ,TAXI,,,
02/05/2016,16:00,MANHATTAN,10023,40.7729916,-73.9820779,"(40.7729916, -73.9820779)",COLUMBUS AVENUE                 ,WEST 65 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384498,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:00,MANHATTAN,10018,40.7547072,-73.9916334,"(40.7547072, -73.9916334)",WEST 38 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3384458,TAXI,SMALL COM VEH(4 TIRES) ,,,
02/05/2016,16:00,MANHATTAN,10002,40.717452,-73.9849355,"(40.717452, -73.9849355)",DELANCEY STREET                 ,ATTORNEY STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3383888,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,16:00,BROOKLYN,11229,40.595921,-73.9410184,"(40.595921, -73.9410184)",NOSTRAND AVENUE                 ,AVENUE W                        ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3384642,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,16:00,BROOKLYN,11220,40.64992,-74.0122563,"(40.64992, -74.0122563)",46 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384690,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,16:00,BROOKLYN,11215,40.6693135,-73.9795644,"(40.6693135, -73.9795644)",7 AVENUE                        ,5 STREET                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384736,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,16:00,BROOKLYN,11213,40.6687978,-73.9311201,"(40.6687978, -73.9311201)",UTICA AVENUE                    ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3384728,LIVERY VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,15:58,BRONX,10461,40.8563297,-73.8439073,"(40.8563297, -73.8439073)",,,F/O 2104 EASTCHESTER ROAD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384604,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
02/05/2016,15:57,BRONX,10465,40.8223167,-73.8191724,"(40.8223167, -73.8191724)",EAST TREMONT AVENUE             ,DEWEY AVENUE                    ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384568,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/05/2016,15:55,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET                 ,CYPRESS AVENUE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3383992,PASSENGER VEHICLE,,,,
02/05/2016,15:55,QUEENS,11106,40.7528484,-73.9272651,"(40.7528484, -73.9272651)",37 AVENUE                       ,36 STREET                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Lost Consciousness,,,,3385388,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,15:50,,,40.6601526,-73.8533247,"(40.6601526, -73.8533247)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3384801,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK
02/05/2016,15:50,BROOKLYN,11220,40.6448799,-74.0174913,"(40.6448799, -74.0174913)",3 AVENUE                        ,55 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384135,SPORT UTILITY / STATION WAGON,VAN,,,
02/05/2016,15:49,,,,,,65 STREET                       ,3 AVENUE                        ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3384113,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,
02/05/2016,15:45,MANHATTAN,10027,40.8133899,-73.9562587,"(40.8133899, -73.9562587)",WEST 125 STREET                 ,AMSTERDAM AVENUE                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3383970,SPORT UTILITY / STATION WAGON,,,,
02/05/2016,15:45,BROOKLYN,11232,40.6650745,-73.9965685,"(40.6650745, -73.9965685)",19 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3384691,SPORT UTILITY / STATION WAGON,VAN,,,
02/05/2016,15:44,MANHATTAN,10002,40.7192038,-73.9903644,"(40.7192038, -73.9903644)",DELANCEY STREET                 ,ALLEN STREET                    ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3383886,PASSENGER VEHICLE,TAXI,,,
02/05/2016,15:35,QUEENS,11357,40.7888417,-73.8138031,"(40.7888417, -73.8138031)",14 AVENUE                       ,150 STREET                      ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3384832,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/05/2016,15:30,BROOKLYN,11204,40.6244414,-73.9776149,"(40.6244414, -73.9776149)",51 STREET                       ,20 AVENUE                       ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3385104,LIVERY VEHICLE,,,,
02/05/2016,15:30,,,40.7376095,-73.740717,"(40.7376095, -73.740717)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3385250,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,15:30,,,,,,BLEECKER STREET                 ,60 PLACE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/05/2016,15:25,STATEN ISLAND,10312,40.5589621,-74.1767427,"(40.5589621, -74.1767427)",ANNADALE ROAD                   ,DORVAL AVENUE                   ,,2,0,0,0,0,0,2,0,Fell Asleep,Unspecified,Unspecified,,,3384923,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/05/2016,15:25,,,,,,,,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3385141,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,15:25,MANHATTAN,10025,40.797837,-73.9694554,"(40.797837, -73.9694554)",BROADWAY                        ,WEST 101 STREET                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3383957,PICK-UP TRUCK,BICYCLE,,,
02/05/2016,15:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3385143,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/05/2016,15:20,,,,,,LINCOLN TUNNEL APPROACH         ,WEST 40 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384955,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,15:20,QUEENS,11432,40.7252827,-73.7875713,"(40.7252827, -73.7875713)",SURREY PLACE                    ,80 DRIVE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384812,PASSENGER VEHICLE,UNKNOWN,,,
02/05/2016,15:19,BROOKLYN,11208,40.6806525,-73.8657491,"(40.6806525, -73.8657491)",ELDERT LANE                     ,MCKINLEY AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3384154,UNKNOWN,TAXI,,,
02/05/2016,15:17,QUEENS,11368,40.7383736,-73.860072,"(40.7383736, -73.860072)",99 STREET                       ,57 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3384844,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
02/05/2016,15:15,BRONX,10463,40.8788013,-73.9197648,"(40.8788013, -73.9197648)",EDSALL AVENUE                   ,PALISADE AVENUE                 ,,2,0,0,0,0,0,2,0,Driver Inexperience,,,,,3384058,PASSENGER VEHICLE,,,,
02/05/2016,15:15,MANHATTAN,10034,40.8664489,-73.9304888,"(40.8664489, -73.9304888)",RIVERSIDE DRIVE                 ,HENSHAW STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384521,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/05/2016,15:12,BRONX,10467,40.8842805,-73.8624158,"(40.8842805, -73.8624158)",EAST 220 STREET                 ,WHITE PLAINS ROAD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3384039,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
02/05/2016,15:08,STATEN ISLAND,10304,40.6273208,-74.0742516,"(40.6273208, -74.0742516)",FRONT STREET                    ,WATER STREET                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384384,PASSENGER VEHICLE,,,,
02/05/2016,15:08,QUEENS,11101,40.7543373,-73.9249535,"(40.7543373, -73.9249535)",37 STREET                       ,36 AVENUE                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3385389,BUS,BUS,,,
